company_name,founding_year,vc_backed_binary,start_date,exit_date,exit_type,source,tags,team_size,country,adjusted_start,end_date,event,time_years,sector,geography,team_size_category,post_2008,years_since_founding,decade,vc_x_post2008,log_time_years
Shopping.com,1996,0,1997-01-01,1997-11-25,IPO,Jay_Ritter,,,,1997-01-01,1997-11-25,1,0.8980150581793293,Other,Unknown,Unknown,0,28,1990,0,0.6408086338650786
Stirling Cooke Brown Holdings,1995,0,1996-01-01,1997-11-25,IPO,Jay_Ritter,,,,1996-01-01,1997-11-25,1,1.9000684462696784,Other,Unknown,Unknown,0,29,1990,0,1.0647343388758597
MetroNet Communications Corp,1995,0,1996-01-01,1997-12-03,IPO,Jay_Ritter,,,,1996-01-01,1997-12-03,1,1.9219712525667352,Other,Unknown,Unknown,0,29,1990,0,1.0722584750072626
USWeb Corp,1995,1,1996-01-01,1997-12-05,IPO,Jay_Ritter,,,,1996-01-01,1997-12-05,1,1.927446954140999,Other,Unknown,Unknown,0,29,1990,0,1.0741306964762092
Thermo Vision(Thermo Inst),1995,0,1996-01-01,1997-12-10,IPO,Jay_Ritter,,,,1996-01-01,1997-12-10,1,1.94113620807666,Other,Unknown,Unknown,0,29,1990,0,1.0787959720242957
ESG Re Ltd,1997,0,1997-01-01,1997-12-12,IPO,Jay_Ritter,,,,1997-01-01,1997-12-12,1,0.944558521560575,Other,Unknown,Unknown,0,27,1990,0,0.6650349701034884
PacificHealth Laboratories,1995,0,1996-01-01,1997-12-19,IPO,Jay_Ritter,,,,1996-01-01,1997-12-19,1,1.9657768651608487,Other,Unknown,Unknown,0,29,1990,0,1.08713900998921
Diversified Senior Services,1996,0,1997-01-01,1998-01-09,IPO,Jay_Ritter,,,,1997-01-01,1998-01-09,1,1.0212183436002735,Other,Unknown,Unknown,0,28,1990,0,0.7037004699932231
Resource Asset Investment,1997,0,1998-01-01,1998-01-09,IPO,Jay_Ritter,,,,1998-01-01,1998-01-09,1,0.0219028062970568,Other,Unknown,Unknown,0,27,1990,0,0.021666385788490894
800 Travel Systems Inc,1995,0,1996-01-01,1998-01-15,IPO,Jay_Ritter,,,,1996-01-01,1998-01-15,1,2.039698836413415,Other,Unknown,Unknown,0,29,1990,0,1.1117584435414025
Standard Automotive Corp,1997,0,1998-01-01,1998-01-22,IPO,Jay_Ritter,,,,1998-01-01,1998-01-22,1,0.0574948665297741,Other,Unknown,Unknown,0,27,1990,0,0.055902777581146326
Tag-It Pacific Inc,1997,0,1998-01-01,1998-01-23,IPO,Jay_Ritter,,,,1998-01-01,1998-01-23,1,0.0602327173169062,Other,Unknown,Unknown,0,27,1990,0,0.05848842866616912
ElderTrust Realty Group,1997,0,1998-01-01,1998-01-26,IPO,Jay_Ritter,,,,1998-01-01,1998-01-26,1,0.0684462696783025,Other,Unknown,Unknown,0,27,1990,0,0.06620550876473255
VeriSign Inc,1995,1,1996-01-01,1998-01-29,IPO,Jay_Ritter,,,,1996-01-01,1998-01-29,1,2.078028747433265,Other,Unknown,Unknown,0,29,1990,0,1.1242893750200078
BMJ Medical Management Inc,1996,1,1997-01-01,1998-02-04,IPO,Jay_Ritter,,,,1997-01-01,1998-02-04,1,1.0924024640657084,Other,Unknown,Unknown,0,28,1990,0,0.738312910140135
Royal Olympic Cruises Inc,1995,0,1996-01-01,1998-02-04,IPO,Jay_Ritter,,,,1996-01-01,1998-02-04,1,2.0944558521560577,Other,Unknown,Unknown,0,29,1990,0,1.1296120755439056
Condor Technology Solutions,1996,0,1997-01-01,1998-02-05,IPO,Jay_Ritter,,,,1997-01-01,1998-02-05,1,1.0951403148528405,Other,Unknown,Unknown,0,28,1990,0,0.739620527194713
ACSYS Inc,1997,0,1998-01-01,1998-02-06,IPO,Jay_Ritter,,,,1998-01-01,1998-02-06,1,0.0985626283367556,Other,Unknown,Unknown,0,27,1990,0,0.09400262381341672
Dispatch Management Services,1996,0,1997-01-01,1998-02-06,IPO,Jay_Ritter,,,,1997-01-01,1998-02-06,1,1.0978781656399723,Other,Unknown,Unknown,0,28,1990,0,0.7409264366196121
Jinpan International Ltd,1997,0,1998-01-01,1998-02-06,IPO,Jay_Ritter,,,,1998-01-01,1998-02-06,1,0.0985626283367556,Other,Unknown,Unknown,0,27,1990,0,0.09400262381341672
1-800 CONTACTS INC,1995,0,1996-01-01,1998-02-09,IPO,Jay_Ritter,,,,1996-01-01,1998-02-09,1,2.108145106091718,Other,Unknown,Unknown,0,29,1990,0,1.1340261193472516
Birner Dental Mngmt Svcs Inc,1995,0,1996-01-01,1998-02-11,IPO,Jay_Ritter,,,,1996-01-01,1998-02-11,1,2.113620807665982,Other,Unknown,Unknown,0,29,1990,0,1.1357862958193046
Ambient Corporation,1996,0,1996-01-01,1998-02-12,IPO,Jay_Ritter,,,,1996-01-01,1998-02-12,1,2.116358658453114,Other,Unknown,Unknown,0,28,1990,0,1.1366652235840826
Balanced Care Corp,1995,1,1996-01-01,1998-02-12,IPO,Jay_Ritter,,,,1996-01-01,1998-02-12,1,2.116358658453114,Other,Unknown,Unknown,0,29,1990,0,1.1366652235840826
Capital Automotive REIT,1997,0,1998-01-01,1998-02-12,IPO,Jay_Ritter,,,,1998-01-01,1998-02-12,1,0.1149897330595482,Other,Unknown,Unknown,0,27,1990,0,0.1088451968513456
Quanta Services Inc,1997,0,1998-01-01,1998-02-12,IPO,Jay_Ritter,,,,1998-01-01,1998-02-12,1,0.1149897330595482,Other,Unknown,Unknown,0,27,1990,0,0.1088451968513456
DoubleClick Inc,1996,1,1997-01-01,1998-02-20,IPO,Jay_Ritter,,,,1997-01-01,1998-02-20,1,1.136208076659822,Other,Unknown,Unknown,0,28,1990,0,0.7590323305200799
C2I Solutions Inc,1996,0,1997-01-01,1998-02-24,IPO,Jay_Ritter,,,,1997-01-01,1998-02-24,1,1.1471594798083504,Other,Unknown,Unknown,0,28,1990,0,0.7641457964399787
Compass International Svcs,1997,0,1998-01-01,1998-02-27,IPO,Jay_Ritter,,,,1998-01-01,1998-02-27,1,0.1560574948665297,Other,Unknown,Unknown,0,27,1990,0,0.14501550505710054
Galvestons Steakhouse Corp,1996,0,1997-01-01,1998-02-27,IPO,Jay_Ritter,,,,1997-01-01,1998-02-27,1,1.1553730321697468,Other,Unknown,Unknown,0,28,1990,0,0.7679638093503253
Pentacon Inc,1997,0,1998-01-01,1998-03-09,IPO,Jay_Ritter,,,,1998-01-01,1998-03-09,1,0.1834360027378508,Other,Unknown,Unknown,0,27,1990,0,0.16842207393259104
BNC Mortgage Inc,1995,0,1996-01-01,1998-03-11,IPO,Jay_Ritter,,,,1996-01-01,1998-03-11,1,2.190280629705681,Other,Unknown,Unknown,0,29,1990,0,1.1601088846220415
Grand Court Lifestyles Inc,1996,0,1997-01-01,1998-03-13,IPO,Jay_Ritter,,,,1997-01-01,1998-03-13,1,1.1937029431895962,Other,Unknown,Unknown,0,28,1990,0,0.7855909576040709
Pentegra Dental Group Inc,1997,0,1998-01-01,1998-03-24,IPO,Jay_Ritter,,,,1998-01-01,1998-03-24,1,0.2245037645448323,Other,Unknown,Unknown,0,27,1990,0,0.20253567175801968
Horizon Offshore Inc,1995,0,1996-01-01,1998-04-01,IPO,Jay_Ritter,,,,1996-01-01,1998-04-01,1,2.2477754962354553,Other,Unknown,Unknown,0,29,1990,0,1.1779702992933287
Annuity and Life RE Holdings,1997,0,1998-01-01,1998-04-08,IPO,Jay_Ritter,,,,1998-01-01,1998-04-08,1,0.2655715263518138,Other,Unknown,Unknown,0,27,1990,0,0.23552381963642535
CUMETRIX Inc,1996,0,1996-01-01,1998-04-08,IPO,Jay_Ritter,,,,1996-01-01,1998-04-08,1,2.2669404517453797,Other,Unknown,Unknown,0,28,1990,0,1.183853905255197
American Dental Partners Inc,1995,1,1996-01-01,1998-04-15,IPO,Jay_Ritter,,,,1996-01-01,1998-04-15,1,2.2861054072553046,Other,Unknown,Unknown,0,29,1990,0,1.1897030967802409
Correctional Properties Trust,1998,0,1998-01-01,1998-04-22,IPO,Jay_Ritter,,,,1998-01-01,1998-04-22,1,0.3039014373716632,Other,Unknown,Unknown,0,26,1990,0,0.2653608758101018
LaSalle Hotel Properties,1998,0,1998-01-01,1998-04-23,IPO,Jay_Ritter,,,,1998-01-01,1998-04-23,1,0.3066392881587953,Other,Unknown,Unknown,0,26,1990,0,0.2674584119750481
US LEC Corp,1996,0,1997-01-01,1998-04-23,IPO,Jay_Ritter,,,,1997-01-01,1998-04-23,1,1.3059548254620124,Other,Unknown,Unknown,0,28,1990,0,0.8354948316558534
Provant Inc,1996,0,1997-01-01,1998-04-28,IPO,Jay_Ritter,,,,1997-01-01,1998-04-28,1,1.319644079397673,Other,Unknown,Unknown,0,28,1990,0,0.8414137598563519
United Road Services Inc,1997,0,1998-01-01,1998-05-01,IPO,Jay_Ritter,,,,1998-01-01,1998-05-01,1,0.3285420944558521,Other,Unknown,Unknown,0,27,1990,0,0.2840821714183107
Caliber Learning Network Inc,1996,0,1997-01-01,1998-05-05,IPO,Jay_Ritter,,,,1997-01-01,1998-05-05,1,1.3388090349075976,Other,Unknown,Unknown,0,28,1990,0,0.8496418403645923
Genesis Direct Inc,1995,1,1996-01-01,1998-05-07,IPO,Jay_Ritter,,,,1996-01-01,1998-05-07,1,2.346338124572211,Other,Unknown,Unknown,0,29,1990,0,1.207866650827946
MGC Communications Inc,1996,1,1997-01-01,1998-05-11,IPO,Jay_Ritter,,,,1997-01-01,1998-05-11,1,1.3552361396303902,Other,Unknown,Unknown,0,28,1990,0,0.856640994046781
Verio Inc,1996,1,1997-01-01,1998-05-11,IPO,Jay_Ritter,,,,1997-01-01,1998-05-11,1,1.3552361396303902,Other,Unknown,Unknown,0,28,1990,0,0.856640994046781
Frontline Communications Corp,1997,0,1998-01-01,1998-05-13,IPO,Jay_Ritter,,,,1998-01-01,1998-05-13,1,0.3613963039014374,Other,Unknown,Unknown,0,27,1990,0,0.30851086710327275
IBS Interactive Inc,1995,0,1996-01-01,1998-05-14,IPO,Jay_Ritter,,,,1996-01-01,1998-05-14,1,2.3655030800821355,Other,Unknown,Unknown,0,29,1990,0,1.21357745566124
ResortQuest International,1997,0,1998-01-01,1998-05-20,IPO,Jay_Ritter,,,,1998-01-01,1998-05-20,1,0.3805612594113621,Other,Unknown,Unknown,0,27,1990,0,0.3224901262035123
Salomon Brothers High Income,1998,0,1998-01-01,1998-05-21,IPO,Jay_Ritter,,,,1998-01-01,1998-05-21,1,0.3832991101984941,Other,Unknown,Unknown,0,26,1990,0,0.3244713056529215
Waste Connections Inc,1997,0,1998-01-01,1998-05-22,IPO,Jay_Ritter,,,,1998-01-01,1998-05-22,1,0.3860369609856263,Other,Unknown,Unknown,0,27,1990,0,0.32644856778994
Capstar Broadcasting Corp,1996,0,1997-01-01,1998-05-26,IPO,Jay_Ritter,,,,1997-01-01,1998-05-26,1,1.3963039014373717,Other,Unknown,Unknown,0,28,1990,0,0.8739275092039662
AnswerThink Consulting Group,1997,1,1998-01-01,1998-05-28,IPO,Jay_Ritter,,,,1998-01-01,1998-05-28,1,0.4024640657084189,Other,Unknown,Unknown,0,27,1990,0,0.3382307364882003
Clarion Commercial Hldg Inc,1998,0,1998-01-01,1998-05-28,IPO,Jay_Ritter,,,,1998-01-01,1998-05-28,1,0.4024640657084189,Other,Unknown,Unknown,0,26,1990,0,0.3382307364882003
Registry Magic Inc,1995,0,1996-01-01,1998-05-28,IPO,Jay_Ritter,,,,1996-01-01,1998-05-28,1,2.403832991101985,Other,Unknown,Unknown,0,29,1990,0,1.224902146964039
LandCARE USA Inc,1997,0,1998-01-01,1998-06-04,IPO,Jay_Ritter,,,,1998-01-01,1998-06-04,1,0.4216290212183436,Other,Unknown,Unknown,0,27,1990,0,0.35180341212541283
Inktomi Corporation,1996,1,1997-01-01,1998-06-09,IPO,Jay_Ritter,,,,1997-01-01,1998-06-09,1,1.434633812457221,Other,Unknown,Unknown,0,28,1990,0,0.8897963601977558
NetGravity Inc,1995,1,1996-01-01,1998-06-11,IPO,Jay_Ritter,,,,1996-01-01,1998-06-11,1,2.4421629021218343,Other,Unknown,Unknown,0,29,1990,0,1.2361000244212652
HLM Design Inc,1997,1,1998-01-01,1998-06-12,IPO,Jay_Ritter,,,,1998-01-01,1998-06-12,1,0.4435318275154004,Other,Unknown,Unknown,0,27,1990,0,0.3670927687280751
Transportation Components Inc,1997,0,1998-01-01,1998-06-19,IPO,Jay_Ritter,,,,1998-01-01,1998-06-19,1,0.4626967830253251,Other,Unknown,Unknown,0,27,1990,0,0.38028184356844813
Allegiance Telecom Inc,1997,1,1998-01-01,1998-06-30,IPO,Jay_Ritter,,,,1998-01-01,1998-06-30,1,0.4928131416837782,Other,Unknown,Unknown,0,27,1990,0,0.40066235445092957
Abgenix Inc,1996,1,1997-01-01,1998-07-02,IPO,Jay_Ritter,,,,1997-01-01,1998-07-02,1,1.497604380561259,Other,Unknown,Unknown,0,28,1990,0,0.915332024685748
Collateral Therapeutics Inc,1995,1,1995-01-01,1998-07-02,IPO,Jay_Ritter,,,,1995-01-01,1998-07-02,1,3.498973305954826,Other,Unknown,Unknown,0,29,1990,0,1.5038492165128767
Cash Technologies Inc,1995,0,1996-01-01,1998-07-09,IPO,Jay_Ritter,,,,1996-01-01,1998-07-09,1,2.518822724161533,Other,Unknown,Unknown,0,29,1990,0,1.2581264803048051
Broadcast.Com Inc,1995,0,1998-07-01,1998-07-16,IPO,Jay_Ritter,,,,1998-07-01,1998-07-16,1,0.0410677618069815,Other,Unknown,Unknown,0,29,1990,0,0.040246880508593354
Cardinal Financial Corporation,1997,0,1998-01-01,1998-07-17,IPO,Jay_Ritter,,,,1998-01-01,1998-07-17,1,0.5393566050650239,Other,Unknown,Unknown,0,27,1990,0,0.4313645402086162
Enterprise Products Prtnrs LP,1998,0,1998-01-01,1998-07-27,IPO,Jay_Ritter,,,,1998-01-01,1998-07-27,1,0.5667351129363449,Other,Unknown,Unknown,0,26,1990,0,0.4489939082018672
DLJ High Yield Bond Fund,1998,0,1998-01-01,1998-07-28,IPO,Jay_Ritter,,,,1998-01-01,1998-07-28,1,0.5694729637234771,Other,Unknown,Unknown,0,26,1990,0,0.450739871107205
Florida Banks Inc,1997,0,1998-01-01,1998-07-29,IPO,Jay_Ritter,,,,1998-01-01,1998-07-29,1,0.5722108145106092,Other,Unknown,Unknown,0,27,1990,0,0.45248279093839877
Team Communication Group Inc,1995,0,1996-01-01,1998-07-29,IPO,Jay_Ritter,,,,1996-01-01,1998-07-29,1,2.5735797399041753,Other,Unknown,Unknown,0,29,1990,0,1.273567821659853
Towne Services Inc,1995,0,1996-01-01,1998-07-30,IPO,Jay_Ritter,,,,1996-01-01,1998-07-30,1,2.5763175906913074,Other,Unknown,Unknown,0,29,1990,0,1.2743336650823123
Cyberian Outpost,1995,1,1996-01-01,1998-07-31,IPO,Jay_Ritter,,,,1996-01-01,1998-07-31,1,2.5790554414784395,Other,Unknown,Unknown,0,29,1990,0,1.2750989224374312
ICO Global Communications,1995,0,1996-01-01,1998-07-31,IPO,Jay_Ritter,,,,1996-01-01,1998-07-31,1,2.5790554414784395,Other,Unknown,Unknown,0,29,1990,0,1.2750989224374312
Uniservice Corp,1997,0,1998-01-01,1998-08-03,IPO,Jay_Ritter,,,,1998-01-01,1998-08-03,1,0.5859000684462696,Other,Unknown,Unknown,0,27,1990,0,0.4611521126816767
Eclipsys Corp,1995,1,1996-01-01,1998-08-06,IPO,Jay_Ritter,,,,1996-01-01,1998-08-06,1,2.595482546201232,Other,Unknown,Unknown,0,29,1990,0,1.279678209203262
Information Holdings Inc,1996,0,1997-01-01,1998-08-06,IPO,Jay_Ritter,,,,1997-01-01,1998-08-06,1,1.593429158110883,Other,Unknown,Unknown,0,28,1990,0,0.9529809992679014
NationsRent Inc,1997,0,1998-01-01,1998-08-07,IPO,Jay_Ritter,,,,1998-01-01,1998-08-07,1,0.5968514715947981,Other,Unknown,Unknown,0,27,1990,0,0.4680338602707305
24/7 Media Inc,1998,1,1998-01-01,1998-08-13,IPO,Jay_Ritter,,,,1998-01-01,1998-08-13,1,0.6132785763175906,Other,Unknown,Unknown,0,26,1990,0,0.4782684911854316
Global Crossing Ltd,1997,0,1997-03-01,1998-08-13,IPO,Jay_Ritter,,,,1997-03-01,1998-08-13,1,1.4510609171800135,Other,Unknown,Unknown,0,27,1990,0,0.8965209582477331
New American Healthcare Corp,1995,1,1995-01-01,1998-08-20,IPO,Jay_Ritter,,,,1995-01-01,1998-08-20,1,3.6331279945242985,Other,Unknown,Unknown,0,29,1990,0,1.5332322327579082
eBay Inc,1995,1,1996-01-01,1998-09-24,IPO,Jay_Ritter,,,,1996-01-01,1998-09-24,1,2.729637234770705,Other,Unknown,Unknown,0,29,1990,0,1.316310972832399
Eaton Vance Senior Incom Trust,1998,0,1998-01-01,1998-10-27,IPO,Jay_Ritter,,,,1998-01-01,1998-10-27,1,0.8186173853524983,Other,Unknown,Unknown,0,26,1990,0,0.598076534009114
theglobe.com inc,1995,0,1996-01-01,1998-11-12,IPO,Jay_Ritter,,,,1996-01-01,1998-11-12,1,2.863791923340178,Other,Unknown,Unknown,0,29,1990,0,1.351649064833063
Plains All Amer Pipeline LP,1998,0,1998-01-01,1998-11-17,IPO,Jay_Ritter,,,,1998-01-01,1998-11-17,1,0.8761122518822724,Other,Unknown,Unknown,0,26,1990,0,0.6292016845520862
Scottish Annuity and Life Hldg,1998,0,1998-01-01,1998-11-23,IPO,Jay_Ritter,,,,1998-01-01,1998-11-23,1,0.892539356605065,Other,Unknown,Unknown,0,26,1990,0,0.6379195022057357
Michigan Community Bancorp Ltd,1998,0,1998-01-01,1998-12-01,IPO,Jay_Ritter,,,,1998-01-01,1998-12-01,1,0.914442162902122,Other,Unknown,Unknown,0,26,1990,0,0.6494262814512604
Ticketmaster Online-CitySearch,1996,0,1997-01-01,1998-12-02,IPO,Jay_Ritter,,,,1997-01-01,1998-12-02,1,1.9164955509924708,Other,Unknown,Unknown,0,28,1990,0,1.0703827417492124
uBID,1997,0,1998-01-01,1998-12-03,IPO,Jay_Ritter,,,,1998-01-01,1998-12-03,1,0.919917864476386,Other,Unknown,Unknown,0,27,1990,0,0.6522824062060972
Xoom.com Inc,1996,0,1997-01-01,1998-12-09,IPO,Jay_Ritter,,,,1997-01-01,1998-12-09,1,1.9356605065023955,Other,Unknown,Unknown,0,28,1990,0,1.0769324727661809
AboveNet Communications Inc,1996,1,1997-01-01,1998-12-10,IPO,Jay_Ritter,,,,1997-01-01,1998-12-10,1,1.938398357289528,Other,Unknown,Unknown,0,28,1990,0,1.0778646564738612
Internet America Inc,1995,0,1995-01-01,1998-12-10,IPO,Jay_Ritter,,,,1995-01-01,1998-12-10,1,3.9397672826830936,Other,Unknown,Unknown,0,29,1990,0,1.5973182213215738
InfoSpace.com,1996,1,1997-01-01,1998-12-15,IPO,Jay_Ritter,,,,1997-01-01,1998-12-15,1,1.952087611225188,Other,Unknown,Unknown,0,28,1990,0,1.0825125848971435
Community Shores Bank Corp,1998,0,1998-01-01,1998-12-17,IPO,Jay_Ritter,,,,1998-01-01,1998-12-17,1,0.9582477754962354,Other,Unknown,Unknown,0,26,1990,0,0.6720500812994108
MarketWatch.com Inc,1998,0,1999-01-01,1999-01-15,IPO,Jay_Ritter,,,,1999-01-01,1999-01-15,1,0.0383299110198494,Other,Unknown,Unknown,0,26,1990,0,0.03761356759783275
Covad Communications Group Inc,1996,1,1997-01-01,1999-01-21,IPO,Jay_Ritter,,,,1997-01-01,1999-01-21,1,2.053388090349076,Other,Unknown,Unknown,0,28,1990,0,1.1162518233775653
Hersha Hospitality Trust,1998,0,1999-01-01,1999-01-21,IPO,Jay_Ritter,,,,1999-01-01,1999-01-21,1,0.054757015742642,Other,Unknown,Unknown,0,26,1990,0,0.053310423569416246
Allaire Corp,1996,1,1997-01-01,1999-01-22,IPO,Jay_Ritter,,,,1997-01-01,1999-01-22,1,2.0561259411362083,Other,Unknown,Unknown,0,28,1990,0,1.1171480815599
Eaton Vance CA Muni Inc Trust,1998,0,1999-01-01,1999-01-26,IPO,Jay_Ritter,,,,1999-01-01,1999-01-26,1,0.0684462696783025,Other,Unknown,Unknown,0,26,1990,0,0.06620550876473255
Eaton Vance Fla. Mun. Inc. Tr.,1998,0,1999-01-01,1999-01-26,IPO,Jay_Ritter,,,,1999-01-01,1999-01-26,1,0.0684462696783025,Other,Unknown,Unknown,0,26,1990,0,0.06620550876473255
Eaton Vance MA Muni Inc Trust,1998,0,1999-01-01,1999-01-26,IPO,Jay_Ritter,,,,1999-01-01,1999-01-26,1,0.0684462696783025,Other,Unknown,Unknown,0,26,1990,0,0.06620550876473255
Eaton Vance Muni Income,1998,0,1999-01-01,1999-01-26,IPO,Jay_Ritter,,,,1999-01-01,1999-01-26,1,0.0684462696783025,Other,Unknown,Unknown,0,26,1990,0,0.06620550876473255
Eaton Vance NY Muni Incm Tr,1998,0,1999-01-01,1999-01-26,IPO,Jay_Ritter,,,,1999-01-01,1999-01-26,1,0.0684462696783025,Other,Unknown,Unknown,0,26,1990,0,0.06620550876473255
Eaton Vance OH Muni Inc Trust,1998,0,1999-01-01,1999-01-26,IPO,Jay_Ritter,,,,1999-01-01,1999-01-26,1,0.0684462696783025,Other,Unknown,Unknown,0,26,1990,0,0.06620550876473255
Tower Financial Corporation,1998,0,1999-01-01,1999-01-26,IPO,Jay_Ritter,,,,1999-01-01,1999-01-26,1,0.0684462696783025,Other,Unknown,Unknown,0,26,1990,0,0.06620550876473255
Mede America,1995,0,1996-01-01,1999-02-01,IPO,Jay_Ritter,,,,1996-01-01,1999-02-01,1,3.0855578370978782,Other,Unknown,Unknown,0,29,1990,0,1.4074582764179504
Corinthian Colleges Inc,1995,1,1996-01-01,1999-02-04,IPO,Jay_Ritter,,,,1996-01-01,1999-02-04,1,3.0937713894592744,Other,Unknown,Unknown,0,29,1990,0,1.4094666452938576
Marine Bancshares Inc,1997,0,1998-01-01,1999-02-05,IPO,Jay_Ritter,,,,1998-01-01,1999-02-05,1,1.0951403148528405,Other,Unknown,Unknown,0,27,1990,0,0.739620527194713
Pacific Internet Pte Ltd,1995,0,1996-01-01,1999-02-05,IPO,Jay_Ritter,,,,1996-01-01,1999-02-05,1,3.0965092402464065,Other,Unknown,Unknown,0,29,1990,0,1.4101352062413741
VIALOG Corp,1996,0,1997-01-01,1999-02-05,IPO,Jay_Ritter,,,,1997-01-01,1999-02-05,1,2.0944558521560577,Other,Unknown,Unknown,0,28,1990,0,1.1296120755439056
Healtheon Corp,1995,1,1996-01-01,1999-02-10,IPO,Jay_Ritter,,,,1996-01-01,1999-02-10,1,3.1101984941820673,Other,Unknown,Unknown,0,29,1990,0,1.4134713227633844
Prodigy Communications Inc,1996,0,1997-01-01,1999-02-10,IPO,Jay_Ritter,,,,1997-01-01,1999-02-10,1,2.108145106091718,Other,Unknown,Unknown,0,28,1990,0,1.1340261193472516
VerticalNet Inc,1995,1,1996-01-01,1999-02-10,IPO,Jay_Ritter,,,,1996-01-01,1999-02-10,1,3.1101984941820673,Other,Unknown,Unknown,0,29,1990,0,1.4134713227633844
Vignette Corp,1995,1,1996-01-01,1999-02-18,IPO,Jay_Ritter,,,,1996-01-01,1999-02-18,1,3.132101300479124,Other,Unknown,Unknown,0,29,1990,0,1.4187860670457266
Pinnacle Holdings Inc,1995,0,1996-01-01,1999-02-19,IPO,Jay_Ritter,,,,1996-01-01,1999-02-19,1,3.134839151266256,Other,Unknown,Unknown,0,29,1990,0,1.4194484283880417
Educational Video Conferencing,1997,0,1998-01-01,1999-02-23,IPO,Jay_Ritter,,,,1998-01-01,1999-02-23,1,1.1444216290212184,Other,Unknown,Unknown,0,27,1990,0,0.7628698792014923
Intraware Inc,1996,1,1997-01-01,1999-02-25,IPO,Jay_Ritter,,,,1997-01-01,1999-02-25,1,2.1492128678986995,Other,Unknown,Unknown,0,28,1990,0,1.1471525384047692
Community Capital Bancshares,1998,0,1999-01-01,1999-03-11,IPO,Jay_Ritter,,,,1999-01-01,1999-03-11,1,0.188911704312115,Other,Unknown,Unknown,0,26,1990,0,0.17303835449040544
FlashNet Communications Inc,1995,1,1996-01-01,1999-03-16,IPO,Jay_Ritter,,,,1996-01-01,1999-03-16,1,3.2032854209445585,Other,Unknown,Unknown,0,29,1990,0,1.4358664625786997
iVillage Inc,1995,1,1995-01-01,1999-03-18,IPO,Jay_Ritter,,,,1995-01-01,1999-03-18,1,4.20807665982204,Other,Unknown,Unknown,0,29,1990,0,1.6502106244258232
Outlook Sports Technology Inc,1996,0,1997-01-01,1999-03-18,IPO,Jay_Ritter,,,,1997-01-01,1999-03-18,1,2.206707734428474,Other,Unknown,Unknown,0,28,1990,0,1.165244782921823
Autoweb.com,1995,1,1996-01-01,1999-03-22,IPO,Jay_Ritter,,,,1996-01-01,1999-03-22,1,3.2197125256673513,Other,Unknown,Unknown,0,29,1990,0,1.4397670038477453
MiningCo.com Inc,1996,1,1997-01-01,1999-03-24,IPO,Jay_Ritter,,,,1997-01-01,1999-03-24,1,2.223134839151266,Other,Unknown,Unknown,0,28,1990,0,1.170354438492855
OneMain.com Inc,1998,0,1999-01-01,1999-03-25,IPO,Jay_Ritter,,,,1999-01-01,1999-03-25,1,0.2272416153319644,Other,Unknown,Unknown,0,26,1990,0,0.2047690618544334
Autobytel.com Inc,1995,1,1996-01-01,1999-03-26,IPO,Jay_Ritter,,,,1996-01-01,1999-03-26,1,3.2306639288158796,Other,Unknown,Unknown,0,29,1990,0,1.442358937908574
Critical Path Inc,1997,1,1998-01-01,1999-03-29,IPO,Jay_Ritter,,,,1998-01-01,1999-03-29,1,1.2375085557837098,Other,Unknown,Unknown,0,27,1990,0,0.8053629949735112
Priceline.com Inc,1997,1,1998-01-01,1999-03-29,IPO,Jay_Ritter,,,,1998-01-01,1999-03-29,1,1.2375085557837098,Other,Unknown,Unknown,0,27,1990,0,0.8053629949735112
ZDNet,1996,0,1997-01-01,1999-03-30,IPO,Jay_Ritter,,,,1997-01-01,1999-03-30,1,2.239561943874059,Other,Unknown,Unknown,0,28,1990,0,1.1754381181555487
Claimsnet.com Inc,1997,0,1998-01-01,1999-04-06,IPO,Jay_Ritter,,,,1998-01-01,1999-04-06,1,1.2594113620807663,Other,Unknown,Unknown,0,27,1990,0,0.8151043201024935
Rhythms NetConnections,1997,1,1998-01-01,1999-04-06,IPO,Jay_Ritter,,,,1998-01-01,1999-04-06,1,1.2594113620807663,Other,Unknown,Unknown,0,27,1990,0,0.8151043201024935
Extreme Networks,1996,1,1997-01-01,1999-04-08,IPO,Jay_Ritter,,,,1997-01-01,1999-04-08,1,2.2642026009582477,Other,Unknown,Unknown,0,28,1990,0,1.1830155065475247
Hugoton Royalty Trust,1998,0,1999-01-01,1999-04-08,IPO,Jay_Ritter,,,,1999-01-01,1999-04-08,1,0.2655715263518138,Other,Unknown,Unknown,0,26,1990,0,0.23552381963642535
US Internetworking Inc,1998,1,1999-01-01,1999-04-08,IPO,Jay_Ritter,,,,1999-01-01,1999-04-08,1,0.2655715263518138,Other,Unknown,Unknown,0,26,1990,0,0.23552381963642535
Value America Inc,1996,1,1997-01-01,1999-04-08,IPO,Jay_Ritter,,,,1997-01-01,1999-04-08,1,2.2642026009582477,Other,Unknown,Unknown,0,28,1990,0,1.1830155065475247
iTurf Inc,1995,0,1996-01-01,1999-04-09,IPO,Jay_Ritter,,,,1996-01-01,1999-04-09,1,3.268993839835729,Other,Unknown,Unknown,0,29,1990,0,1.4513781647754231
Sagent Technology Inc,1995,1,1996-01-01,1999-04-14,IPO,Jay_Ritter,,,,1996-01-01,1999-04-14,1,3.2826830937713893,Other,Unknown,Unknown,0,29,1990,0,1.454579704247664
